id,price
2591820310.0,351781.2
7974200820.0,706652.4
7701450110.0,1170471.2
9522300010.0,1712727.6
9510861140.0,602063.2
1761300310.0,275075.06
7732410120.0,691634.6
7010701383.0,564509.5
291310170.0,358739.12
4232901990.0,587158.2
6840701125.0,658060.44
3971700580.0,442003.1
4202400078.0,270040.78
6064800090.0,366015.66
2626119028.0,357180.16
3303980660.0,1315366.0
862000020.0,394621.28
2386000070.0,1085366.5
1138000450.0,344858.84
1775800420.0,459449.53
2291401425.0,420973.16
2025770560.0,903584.7
3525069037.0,688982.2
9324800450.0,590081.7
8080400136.0,520225.1
8651540040.0,505306.53
9407001790.0,262703.97
1773101530.0,162763.14
9432900250.0,314429.88
1794500695.0,592478.94
2220069003.0,305564.75
923000120.0,528707.44
5728000060.0,531124.1
16000200.0,261499.0
1926059094.0,510270.6
6672900220.0,797868.5
3629860060.0,845918.5
1822069109.0,380359.44
6675500105.0,385587.8
249000180.0,1135835.6
226059065.0,428554.16
396100110.0,325548.25
9264450460.0,299162.84
7853361210.0,405248.34
9474700020.0,275250.66
421000455.0,227487.02
3755200220.0,378468.47
7960100075.0,462573.34
9477100490.0,386638.53
9138100350.0,809954.6
1624049275.0,348931.5
2770606890.0,444032.7
1157200189.0,481153.4
2770601800.0,481062.84
9301300805.0,470707.12
2325069032.0,1230808.0
1021079099.0,380420.53
7215730040.0,684384.44
1853200080.0,502154.12
3224600340.0,652857.5
3222049120.0,425491.7
2113700025.0,297445.78
7893207925.0,206483.27
3586501085.0,539377.25
8024200010.0,471342.44
7116500705.0,172025.05
1598600209.0,289548.8
7204200025.0,996464.7
4206901505.0,520624.0
2937300440.0,778101.5
7205000180.0,338226.38
8718500665.0,378421.25
5318101765.0,696313.75
4122700020.0,687976.7
8078700020.0,483688.5
3303980680.0,1052365.4
8924100372.0,911183.75
2781270210.0,215214.23
519000043.0,498353.9
3225069301.0,1344529.8
151000075.0,666115.94
2297400020.0,429904.22
6617500085.0,679872.7
104510180.0,248058.86
3528900060.0,790328.2
3345100286.0,606159.3
1226039130.0,470191.72
8712100720.0,665839.2
3037200010.0,389500.72
3626039268.0,394238.1
104510230.0,253093.11
5112800060.0,358916.03
6072400280.0,652541.44
5317100570.0,784144.3
9528102993.0,431687.34
2919201095.0,482896.25
6181400920.0,283097.0
185000161.0,270031.88
8691400010.0,789770.4
3345700165.0,555625.75
6151800486.0,199494.45
4340000080.0,861966.4
4136960010.0,521023.3
3634100030.0,324954.7
1624059224.0,973296.06
2788400090.0,291621.06
9828200762.0,518181.5
7524400250.0,535517.7
3528000290.0,689080.75
5700003630.0,1840034.9
2720069019.0,255616.66
7227501170.0,213000.89
2397101270.0,591386.75
6792100090.0,633019.75
2770602265.0,620390.5
3971700937.0,353249.28
422049203.0,260614.12
3076500830.0,275360.16
1423400260.0,298254.97
9161100795.0,430508.12
3126049052.0,484445.84
5100401468.0,372219.44
514500235.0,372602.94
1423200170.0,190368.92
1402100070.0,447276.53
624110020.0,693866.4
2407000145.0,229842.95
1890000225.0,677613.3
1320069271.0,306494.84
5490700085.0,371565.9
263000155.0,504048.4
3726800201.0,414844.66
5153200358.0,283865.62
2725079018.0,690864.44
7165700200.0,309242.9
9429000170.0,544966.94
8718500075.0,400843.66
1760650950.0,302183.06
1068000559.0,1120631.8
4113800500.0,607435.9
4077800507.0,535781.2
2725069150.0,693149.8
4008400035.0,655591.7
7016310270.0,460156.22
1432701230.0,234602.28
3278606050.0,340764.3
2473350710.0,383908.5
2185000685.0,183146.58
7792000025.0,302643.94
6868200029.0,481035.7
624069003.0,777276.7
7431500280.0,740516.8
3296000040.0,585443.75
1118001215.0,1016584.1
6453900040.0,699853.94
333100209.0,623002.1
34001765.0,547921.25
8946700100.0,382740.34
5561401210.0,687716.9
6671900095.0,424834.22
3275850020.0,624965.0
3876300600.0,398895.28
1450900020.0,286989.88
8562780280.0,344462.0
7663700973.0,356907.03
2126049032.0,411229.1
1823059159.0,158305.9
3438503426.0,268847.56
9297301495.0,510991.6
7140700850.0,374035.53
7942601805.0,662321.2
2555900030.0,376850.6
2887970040.0,256420.08
7419700010.0,561735.25
2239000011.0,402942.1
9283800050.0,342104.62
9407001340.0,305287.44
217500140.0,587111.94
7212660520.0,258266.05
3298201170.0,285019.8
3057000400.0,340095.1
6865200444.0,452602.22
6071600340.0,483875.44
6821600005.0,676146.56
1235100371.0,688602.3
7796450340.0,325041.38
3603000410.0,196339.34
9297300255.0,557651.4
9126100850.0,460593.78
2770601462.0,511855.5
2599001500.0,243871.11
1102000095.0,692250.1
1853080640.0,1086043.1
9551201585.0,787585.3
3438500796.0,289405.66
7518504291.0,547756.6
9269200340.0,358344.66
715010130.0,1322818.6
1982201485.0,543628.6
9526500080.0,433487.53
9277200180.0,370907.22
6669150280.0,327150.75
8917100153.0,569467.7
3760500516.0,899990.2
2725069050.0,882803.44
3332000091.0,267330.47
8562770080.0,511025.72
